time,stat,ns,ratio,gdop,n_slip,n_reject,n_downweight,n_low_snr,n_low_el,n_res_outlier
2005/04/02 00:45:30.000,1,6,211.707,3.123,0,0,0,0,0,0
2005/04/02 00:46:00.000,1,6,209.583,3.122,0,0,0,0,0,0
2005/04/02 00:46:30.000,1,6,207.541,3.121,0,0,0,0,0,0
2005/04/02 00:47:00.000,1,6,205.277,3.119,0,0,0,0,0,0
2005/04/02 00:47:30.000,1,6,208.598,3.118,0,0,0,0,0,0
2005/04/02 00:48:00.000,1,6,212.202,3.117,0,0,0,0,0,0
2005/04/02 00:48:30.000,1,6,213.291,3.115,0,0,0,0,0,0
2005/04/02 00:49:00.000,1,6,214.592,3.113,0,0,0,0,0,0
2005/04/02 00:49:30.000,1,6,215.372,3.111,0,0,0,0,0,0
2005/04/02 00:50:00.000,1,6,217.294,3.109,0,0,0,0,0,0
2005/04/02 00:50:30.000,1,6,219.296,3.107,0,0,0,0,0,0
2005/04/02 00:51:00.000,1,6,224.100,3.105,0,0,0,0,0,0
2005/04/02 00:51:30.000,1,6,229.637,3.102,0,0,0,0,0,0
2005/04/02 00:52:00.000,1,6,228.702,3.100,0,0,0,0,0,0
2005/04/02 00:52:30.000,1,6,227.630,3.097,0,0,0,0,0,0
2005/04/02 00:53:00.000,1,6,227.227,3.095,0,0,0,0,0,0
2005/04/02 00:53:30.000,1,6,231.536,3.092,0,0,0,0,0,0
2005/04/02 00:54:00.000,1,6,234.712,3.089,0,0,0,0,0,0
2005/04/02 00:54:30.000,1,6,230.541,3.086,0,0,0,0,0,0
2005/04/02 00:55:00.000,1,6,234.528,3.083,0,0,0,0,0,0
2005/04/02 00:55:30.000,1,6,241.327,3.080,0,0,0,0,0,0
2005/04/02 00:56:00.000,1,6,245.518,3.077,0,0,0,0,0,0
2005/04/02 00:56:30.000,1,6,248.711,3.074,0,0,0,0,0,0
2005/04/02 00:57:00.000,1,5,350.618,29.043,0,0,0,0,0,0
2005/04/02 00:57:30.000,0,5,0.000,0.000,0,0,0,0,0,0
2005/04/02 00:58:00.000,0,5,0.000,0.000,0,0,0,0,0,0
2005/04/02 00:58:30.000,0,5,0.000,0.000,0,0,0,0,0,0
2005/04/02 00:59:00.000,0,5,0.000,0.000,0,0,0,0,0,0
2005/04/02 00:59:30.000,0,5,0.000,0.000,0,0,0,0,0,0
